Name,DOB,Cons,Cons Party,Cons Electoral District,I,I Party,I Electoral District,II,II Party,II Electoral District,III,III Party,III Electoral District,IV,IV Party,IV Electoral District,V,V Party,V Electoral District,VI,VI Party,VI Electoral District,VII,VII Party,VII Electoral District,VIII,VIII Party,VIII Electoral District,IX,IX Party,IX Electoral District,X,X Party,X Electoral District,XI,XI Party,XI Electoral District,XII,XII Party,XII Electoral District,XIII,XIII Party,XIII Electoral District,XIV,XIV Party,XIV Electoral District,XV,XV Party,XV Electoral District
Maria Manuela Aguiar Dias Moreira,1942-06-09,0,,,0,,,1,PSD,FORA DA EUROPA,1,PSD,FORA DA EUROPA,1,PSD,EUROPA,1,PSD,PORTO,1,PSD,AVEIRO,1,PSD,FORA DA EUROPA,1,PSD,FORA DA EUROPA,1,PSD,FORA DA EUROPA,0,,,0,,,0,,,0,,,0,,,0,,
Marília Dulce Coelho Pires Morgado Raimundo,1945-07-24,0,,,1,PSD,GUARDA,1,PSD,GUARDA,1,PSD,GUARDA,1,PSD,GUARDA,1,PSD,GUARDA,1,PSD,GUARDA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Mário Jorge Belo Maciel,1961-02-05,0,,,0,,,0,,,0,,,1,PSD,AÇORES,1,PSD,AÇORES,1,PSD,AÇORES,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Mário Oliveira Mendes dos Santos,1944-01-06,0,,,0,,,0,,,1,PSD,SANTARÉM,1,PSD,SANTARÉM,1,PSD,SANTARÉM,1,PSD,SANTARÉM,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Mário da Silva Coutinho Albuquerque,1940-11-19,0,,,0,,,0,,,0,,,1,PSD,SANTARÉM,1,PSD,SANTARÉM,1,PSD,SANTARÉM,1,PSD,SANTARÉM,1,PSD,SANTARÉM,1,PSD,SANTARÉM,1,PSD,SANTARÉM,0,,,0,,,0,,,0,,,0,,
Melchior Ribeiro Pereira Moreira,1964-01-23,0,,,0,,,0,,,0,,,0,,,0,,,1,PSD,VISEU,0,,,1,PSD,VISEU,1,PSD,VISEU,1,PSD,VISEU,0,,,0,,,0,,,0,,,0,,
Miguel Bento Martins da Costa de Macedo E Silva,1959-05-06,0,,,0,,,0,,,0,,,0,,,1,PSD,BRAGA,1,PSD,BRAGA,1,PSD,BRAGA,1,PSD,BRAGA,0,,,1,PSD,BRAGA,1,PSD,BRAGA,1,PSD,BRAGA,0,,,0,,,0,,
Miguel Fernando Cassola de Miranda Relvas,1961-09-05,0,,,0,,,0,,,0,,,1,PSD,SANTARÉM,1,PSD,SANTARÉM,1,PSD,SANTARÉM,1,PSD,SANTARÉM,1,PSD,SANTARÉM,1,PSD,SANTARÉM,1,PSD,SANTARÉM,0,,,1,PSD,SANTARÉM,0,,,0,,,0,,
Nuno Francisco Fernandes Delerue Alvim de Matos,1960-08-14,0,,,0,,,0,,,0,,,0,,,1,PSD,PORTO,1,PSD,PORTO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Olinto Henrique da Cruz Ravara,1954-08-13,0,,,0,,,0,,,0,,,0,,,0,,,1,PSD,AVEIRO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Pedro Domingos de Souza E Holstein Campilho,1949-12-15,0,,,0,,,0,,,0,,,0,,,1,PSD,LISBOA,1,PSD,LISBOA,1,PSD,LISBOA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Pedro Manuel Cruz Roseta,1943-06-29,1,PPD,CASTELO BRANCO,1,PPD,CASTELO BRANCO,1,PSD,CASTELO BRANCO,0,,,0,,,1,PSD,CASTELO BRANCO,1,PSD,LISBOA,1,PSD,LISBOA,1,PSD,LISBOA,1,PSD,LISBOA,0,,,0,,,0,,,0,,,0,,,0,,
Pedro Manuel Mamede Passos Coelho,1964-07-24,0,,,0,,,0,,,0,,,0,,,0,,,1,PSD,LISBOA,1,PSD,LISBOA,0,,,0,,,0,,,0,,,1,PSD,VILA REAL,1,PSD,LISBOA,0,,,0,,
Rui Alberto Limpo Salvada,1943-03-25,0,,,0,,,0,,,0,,,1,PSD,LISBOA,1,PSD,LISBOA,1,PSD,LISBOA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Rui Carlos Alvarez Carp,1950-04-21,0,,,0,,,0,,,0,,,1,PSD,LISBOA,1,PSD,LISBOA,1,PSD,LISBOA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Rui Fernando da Silva Rio,1957-08-06,0,,,0,,,0,,,0,,,0,,,0,,,1,PSD,PORTO,1,PSD,PORTO,1,PSD,PORTO,0,,,0,,,0,,,0,,,0,,,1,PSD,PORTO,1,PSD,PORTO
Rui Manuel Lobo Gomes da Silva,1958-08-23,0,,,0,,,0,,,0,,,0,,,1,PSD,LISBOA,1,PSD,LISBOA,1,PSD,LISBOA,1,PSD,LISBOA,1,PSD,LISBOA,1,PSD,LISBOA,0,,,0,,,0,,,0,,,0,,
Rui Manuel Parente Chancerelle de Machete,1940-04-07,0,,,1,Independente desde 1979-05-17  PPD até 1979-05-17,SETÚBAL,0,,,0,,,1,PSD,LISBOA,1,PSD,LISBOA,1,PSD,LISBOA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Simão José Ricon Peres,1945-02-09,0,,,0,,,0,,,0,,,0,,,0,,,1,PSD,PORTO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Telmo Jose Moreno,1947-05-20,0,,,0,,,0,,,0,,,0,,,0,,,1,PSD,BRAGANÇA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Vasco Francisco Aguiar Miguel,1949-06-27,0,,,0,,,1,PSD,LISBOA,1,PSD,LISBOA,1,PSD,LISBOA,1,PSD,LISBOA,1,PSD,LISBOA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Virgílio de Oliveira Carneiro,1940-03-27,0,,,0,,,0,,,0,,,1,PSD,BRAGA,1,PSD,BRAGA,1,PSD,BRAGA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Vítor Manuel da Igreja Raposo,1966-06-01,0,,,0,,,0,,,0,,,0,,,0,,,1,PSD,BRAGANÇA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Vítor Pereira Crespo,1932-12-02,0,,,0,,,1,PSD,LEIRIA,1,PSD,LEIRIA,1,PSD,CASTELO BRANCO,1,PSD,LEIRIA,1,PSD,LEIRIA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Abílio Aleixo Curto,1941-01-01,0,,,0,,,0,,,1,PS,GUARDA,1,PS,GUARDA,1,PS,GUARDA,1,PS,GUARDA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Alberto Arons Braga de Carvalho,1949-09-20,1,PS,LISBOA,1,PS,LISBOA,1,PS,LISBOA,0,,,0,,,1,PS,BRAGA,1,PS,BRAGA,1,PS,BRAGA,1,PS,LISBOA,1,PS,LISBOA,1,PS,SETÚBAL,0,,,0,,,0,,,0,,,0,,
Alberto Bernardes Costa,1947-08-16,0,,,0,,,0,,,0,,,0,,,1,PS,LISBOA,1,PS,SANTARÉM,1,PS,LISBOA,1,PS,LISBOA,1,PS,PORTO,1,PS,LEIRIA,1,PS,LISBOA,1,PS,LISBOA,0,,,0,,,0,,
Alberto Manuel Avelino,1940-11-26,1,PS,LISBOA,0,,,0,,,1,PS,LISBOA,1,PS,LISBOA,1,PS,LISBOA,1,PS,LISBOA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Américo Albino da Silva Salteiro,1934-08-13,0,,,0,,,0,,,1,PS,SETÚBAL,1,PS,SETÚBAL,0,,,1,PS,SETÚBAL,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Ana Maria Dias Bettencourt,1946-01-08,0,,,0,,,0,,,0,,,0,,,0,,,1,PS,SETÚBAL,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
António de Almeida Santos,1926-02-15,0,,,1,PS,GUARDA,1,PS,PORTO,1,PS,PORTO,1,PS,PORTO,1,PS,PORTO,1,PS,PORTO,1,PS,LISBOA,1,PS,LISBOA,1,PS,COIMBRA,0,,,0,,,0,,,0,,,0,,,0,,
António Alves Marques Júnior,1946-07-03,0,,,0,,,0,,,0,,,1,PRD,SETÚBAL,1,Independente desde 1991-05-08  PRD até 1991-05-08,SETÚBAL,1,PS,LISBOA,1,PS,VIANA DO CASTELO,1,PS,VIANA DO CASTELO,1,PS,VIANA DO CASTELO,1,PS,PORTO,1,PS,PORTO,0,,,0,,,0,,,0,,
António Alves Martinho,1949-03-02,0,,,0,,,0,,,0,,,0,,,0,,,1,PS,VILA REAL,1,PS,VILA REAL,1,PS,VILA REAL,0,,,0,,,0,,,0,,,0,,,0,,,0,,
António Carlos Ribeiro Campos,1938-07-04,1,PS,COIMBRA,1,PS,COIMBRA,1,PS,COIMBRA,1,PS,COIMBRA,1,PS,COIMBRA,1,PS,COIMBRA,1,PS,COIMBRA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Antonio Domingues de Azevedo,1950-04-07,0,,,0,,,0,,,1,PS,BRAGA,1,PS,BRAGA,1,PS,BRAGA,1,PS,BRAGA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
António Fernandes da Silva Braga,1953-04-21,0,,,0,,,0,,,0,,,0,,,1,PS,BRAGA,1,PS,BRAGA,1,PS,BRAGA,1,PS,BRAGA,1,PS,BRAGA,1,PS,BRAGA,1,PS,BRAGA,1,PS,BRAGA,0,,,0,,,0,,
António Fernando Correia de Campos,1942-12-14,0,,,0,,,0,,,0,,,0,,,0,,,1,PS,VISEU,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
António José Borrani Crisóstomo Teixeira,1942-07-18,0,,,0,,,0,,,0,,,0,,,0,,,1,PS,LISBOA,1,PS,LISBOA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
António José Martins Seguro,1962-03-11,0,,,0,,,0,,,0,,,1,PS,LISBOA,0,,,1,PS,PORTO,1,PS,GUARDA,0,,,1,PS,LISBOA,1,PS,BRAGA,1,PS,BRAGA,1,PS,BRAGA,0,,,0,,,0,,
António Luís Santos da Costa,1961-07-17,0,,,0,,,0,,,0,,,0,,,0,,,1,PS,LISBOA,1,PS,LISBOA,0,,,1,PS,LEIRIA,0,,,0,,,0,,,1,PS,LISBOA,0,,,0,,
Antonio Ribeiro Marques da Silva,1932-07-31,0,,,0,,,0,,,0,,,0,,,0,,,1,PS,MADEIRA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Armando António Martins Vara,1954-03-27,0,,,0,,,0,,,1,PS,BRAGANÇA,1,PS,BRAGANÇA,1,PS,BRAGANÇA,1,PS,BRAGANÇA,1,PS,BRAGANÇA,1,PS,BRAGANÇA,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Artur Rodrigues Pereira dos Penedos,1950-09-20,0,,,0,,,0,,,0,,,0,,,0,,,1,PS,PORTO,1,PS,PORTO,1,PS,PORTO,1,PS,PORTO,0,,,0,,,0,,,0,,,0,,,0,,
Carlos Cardoso Lage,1944-11-21,1,PS,PORTO,1,PS,PORTO,1,PS,PORTO,1,PS,PORTO,1,PS,PORTO,1,PS,VILA REAL,1,PS,PORTO,0,,,0,,,0,,,1,PS,PORTO,0,,,0,,,0,,,0,,,0,,
Carlos Manuel Luís,1950-05-23,0,,,0,,,0,,,0,,,1,PS,GUARDA,1,PS,GUARDA,1,PS,GUARDA,1,PS,EUROPA,1,PS,EUROPA,1,PS,EUROPA,0,,,0,,,0,,,0,,,0,,,0,,
Edite Fátima Santos Marreiros Estrela,1949-10-28,0,,,0,,,0,,,0,,,0,,,1,PS,LISBOA,1,PS,LISBOA,0,,,1,PS,LISBOA,1,PS,LISBOA,0,,,0,,,0,,,1,PS,LISBOA,1,PS,LISBOA,1,PS,LISBOA
Eduardo Luís Barreto Ferro Rodrigues,1949-11-03,0,,,0,,,0,,,0,,,1,PS,LISBOA,1,PS,AVEIRO,1,PS,LISBOA,1,PS,LISBOA,1,PS,LEIRIA,1,PS,LISBOA,1,PS,LISBOA,0,,,1,PS,LISBOA,1,PS,LISBOA,1,PS,LISBOA,0,,
Eduardo Ribeiro Pereira,1927-06-28,0,,,1,PS,GUARDA,1,PS,SETÚBAL,1,PS,SETÚBAL,1,PS,SETÚBAL,1,PS,SETÚBAL,1,PS,SETÚBAL,1,PS,SETÚBAL,1,PS,SETÚBAL,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Elisa Maria Ramos Damião,1946-09-10,0,,,0,,,0,,,0,,,0,,,1,PS,BRAGA,1,PS,LEIRIA,1,PS,LISBOA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Eurico Jose Palheiros de Carvalho Figueiredo,1939-03-24,0,,,0,,,0,,,1,PS,PORTO,0,,,0,,,1,PS,VILA REAL,1,PS,VILA REAL,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Fernando Alberto Pereira Marques,1948-04-16,0,,,0,,,0,,,0,,,0,,,0,,,1,PS,LISBOA,1,PS,LISBOA,1,PS,COIMBRA,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Fernando Alberto Pereira de Sousa,1942-10-01,0,,,0,,,0,,,1,PS,PORTO,0,,,0,,,1,PS,PORTO,1,PS,PORTO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Fernando Manuel Lucio Marques da Costa,1953-12-07,0,,,0,,,0,,,0,,,0,,,0,,,1,PS,VIANA DO CASTELO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Guilherme Valdemar Pereira de Oliveira Martins,1952-09-23,0,,,0,,,1,PS,SANTARÉM,1,ASDI,LISBOA,0,,,0,,,1,PS,PORTO,1,PS,PORTO,0,,,1,PS,PORTO,1,PS,PORTO,0,,,0,,,0,,,0,,,0,,
Gustavo Rodrigues Pimenta,1944-01-29,0,,,0,,,0,,,0,,,0,,,0,,,1,PS,PORTO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Helena de Melo Torres Marques,1941-05-08,0,,,0,,,0,,,1,PS,LISBOA,1,PS,BEJA,1,PS,BEJA,1,PS,BEJA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Jaime José Matos da Gama,1947-06-08,1,PS,PONTA DELGADA,1,PS,PONTA DELGADA,1,PS,AÇORES,1,PS,LISBOA,1,PS,LISBOA,1,PS,LISBOA,1,PS,LISBOA,1,PS,LISBOA,0,,,1,PS,LISBOA,1,PS,LISBOA,1,PS,LISBOA,0,,,0,,,0,,,0,,
João António Gomes Proença,1947-07-29,0,,,0,,,0,,,0,,,0,,,1,PS,LISBOA,1,PS,LISBOA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Joao Eduardo Coelho Ferraz de Abreu,1917-05-28,0,,,0,,,0,,,1,PS,AVEIRO,1,PS,AVEIRO,1,PS,AVEIRO,1,PS,AVEIRO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
João Maria de Lemos de Menezes Ferreira,1950-05-20,0,,,0,,,0,,,0,,,0,,,0,,,1,PS,PORTO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
João Rui Gaspar de Almeida,1945-07-12,0,,,0,,,0,,,0,,,0,,,1,PS,COIMBRA,1,PS,COIMBRA,1,PS,COIMBRA,1,PS,COIMBRA,1,PS,COIMBRA,0,,,0,,,0,,,0,,,0,,,0,,
Joaquim Américo Fialho Anastácio,1942-12-26,0,,,0,,,0,,,0,,,0,,,0,,,1,PS,FARO,1,PS,FARO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Jorge Lacão Costa,1954-09-04,0,,,0,,,0,,,1,PS,SANTARÉM,1,PS,SANTARÉM,1,PS,SANTARÉM,1,PS,SANTARÉM,1,PS,SANTARÉM,1,PS,SANTARÉM,1,PS,SANTARÉM,1,PS,SANTARÉM,0,,,1,PS,LISBOA,1,PS,LISBOA,1,PS,LISBOA,0,,
Jorge Paulo Sacadura Almeida Coelho,1954-07-17,0,,,0,,,0,,,0,,,0,,,1,PS,LISBOA,1,PS,SETÚBAL,1,PS,LISBOA,1,PS,SETÚBAL,1,PS,LISBOA,1,PS,LISBOA,0,,,0,,,0,,,0,,,0,,
José Alberto Rebelo dos Reis Lamego,1953-01-05,0,,,0,,,0,,,0,,,0,,,0,,,1,PS,PORTO,0,,,1,PS,PORTO,0,,,1,PS,LISBOA,0,,,0,,,0,,,0,,,0,,
Jose Antonio Martins Goulart,1948-06-07,0,,,0,,,0,,,0,,,0,,,0,,,1,PS,AÇORES,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
José Apolinário Nunes Portada,1962-07-22,0,,,0,,,0,,,0,,,1,PS,FARO,1,PS,FARO,1,PS,FARO,0,,,1,PS,FARO,1,PS,FARO,1,PS,FARO,0,,,0,,,1,PS,FARO,1,PS,FARO,0,,
José Barbosa Mota,1952-03-27,0,,,0,,,0,,,1,PS,AVEIRO,1,PS,AVEIRO,1,PS,AVEIRO,1,PS,AVEIRO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
José Eduardo Vera Cruz Jardim,1939-01-02,0,,,0,,,0,,,0,,,0,,,1,PS,LISBOA,1,PS,LISBOA,1,PS,SETÚBAL,1,PS,LISBOA,1,PS,LISBOA,1,PS,LISBOA,1,PS,LISBOA,0,,,0,,,0,,,0,,
José Ernesto Figueira dos Reis,1947-03-16,0,,,0,,,0,,,0,,,0,,,1,PS,SETÚBAL,1,PS,SETÚBAL,1,PS,SETÚBAL,1,PS,SETÚBAL,0,,,0,,,0,,,0,,,0,,,0,,,0,,
José Manuel Lello Ribeiro de Almeida,1944-05-18,0,,,0,,,0,,,1,PS,PORTO,1,PS,PORTO,1,PS,PORTO,1,PS,PORTO,1,PS,PORTO,1,PS,PORTO,1,PS,PORTO,1,PS,PORTO,1,PS,PORTO,1,PS,PORTO,0,,,0,,,0,,
Jose Manuel Oliveira Gameiro dos Santos,1950-02-25,0,,,0,,,0,,,0,,,0,,,1,PS,SANTARÉM,1,PS,SANTARÉM,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
José Manuel Santos de Magalhães,1952-03-16,0,,,0,,,0,,,1,PCP,LISBOA,1,PCP,LISBOA,1,Independente desde 1990-11-13  PCP até 1990-11-13,LISBOA,1,PS,LISBOA,1,PS,LISBOA,1,PS,LISBOA,1,PS,PORTO,1,PS,PORTO,1,PS,PORTO,1,PS,PORTO,1,PS,PORTO,1,PS,PORTO,0,,
José Maximiano de Albuquerque Almeida Leitão,1950-04-27,0,,,1,PS,LISBOA,0,,,1,PS,LISBOA,0,,,0,,,1,PS,LISBOA,1,PS,VISEU,1,PS,VISEU,1,PS,LISBOA,0,,,0,,,0,,,0,,,0,,,0,,
José Narciso Rodrigues de Miranda,1949-07-30,0,,,0,,,0,,,1,PS,PORTO,1,PS,PORTO,0,,,1,PS,PORTO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
José Rodrigues Pereira dos Penedos,1945-10-08,0,,,0,,,0,,,0,,,0,,,0,,,1,PS,COIMBRA,0,,,1,PS,COIMBRA,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Júlio Francisco Miranda Calha,1947-11-17,1,PS,PORTALEGRE,1,PS,PORTALEGRE,1,PS,PORTALEGRE,1,PS,PORTALEGRE,1,PS,PORTALEGRE,1,PS,PORTALEGRE,1,PS,PORTALEGRE,1,PS,PORTALEGRE,1,PS,PORTALEGRE,1,PS,PORTALEGRE,1,PS,PORTALEGRE,1,PS,PORTALEGRE,1,PS,PORTO,1,PS,LISBOA,0,,,0,,
Júlio da Piedade Nunes Henriques,1938-03-31,0,,,0,,,0,,,0,,,0,,,1,PS,LEIRIA,1,PS,LEIRIA,1,PS,LEIRIA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Leonor Coutinho Pereira dos Santos,1947-03-02,0,,,0,,,0,,,0,,,0,,,1,PS,LISBOA,1,PS,LISBOA,1,PS,LISBOA,1,PS,LISBOA,1,PS,LISBOA,1,PS,LISBOA,0,,,0,,,0,,,0,,,0,,
Luís Filipe Nascimento Madeira,1940-09-30,1,PS,FARO,1,PS,FARO,1,PS,FARO,0,,,1,PS,FARO,1,PS,FARO,1,PS,FARO,1,PS,FARO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Luís Manuel Capoulas dos Santos,1951-08-22,0,,,0,,,0,,,0,,,0,,,0,,,1,PS,ÉVORA,1,PS,ÉVORA,0,,,1,PS,ÉVORA,0,,,0,,,0,,,1,PS,ÉVORA,1,PS,ÉVORA,1,PS,ÉVORA
Manuel Antonio dos Santos,1943-12-05,0,,,1,PS,PORTO,1,PS,PORTO,0,,,0,,,1,PS,PORTO,1,PS,PORTO,1,PS,PORTO,1,PS,PORTO,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Maria Julieta Ferreira Baptista Sampaio,1938-11-19,0,,,0,,,0,,,0,,,0,,,1,PS,PORTO,1,PS,PORTO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Maria Teresa Doria Santa Clara Gomes,1936-01-31,0,,,0,,,1,UEDS,AVEIRO,0,,,0,,,1,PS,LISBOA,1,PS,AVEIRO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Mário Manuel Videira Lopes,1950-01-27,0,,,0,,,0,,,0,,,0,,,0,,,1,PS,VISEU,1,PS,VISEU,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Raúl Fernando Sousela da Costa Brito,1945-12-10,0,,,0,,,0,,,1,PS,PORTO,1,PS,PORTO,1,PS,PORTO,1,PS,PORTO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Rogério da Conceição Serafim Martins,1928-09-30,0,,,0,,,0,,,1,PSD,LISBOA,0,,,0,,,1,PS,LISBOA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Rosa Maria da Silva Bastos da Horta Albernaz,1947-09-04,0,,,0,,,1,PS,AVEIRO,1,PS,AVEIRO,0,,,1,PS,AVEIRO,1,PS,AVEIRO,1,PS,AVEIRO,1,PS,AVEIRO,1,PS,AVEIRO,1,PS,AVEIRO,1,PS,AVEIRO,1,PS,AVEIRO,1,PS,AVEIRO,0,,,0,,
Rui António Ferreira da Cunha,1944-10-23,1,PS,LISBOA,1,PS,LISBOA,0,,,0,,,0,,,1,PS,LISBOA,1,PS,LISBOA,1,PS,LISBOA,1,PS,BEJA,1,PS,BEJA,1,PS,LISBOA,0,,,0,,,0,,,0,,,0,,
Rui do Nascimento Rabaça Vieira,1948-04-14,0,,,0,,,0,,,0,,,1,PS,LEIRIA,1,PS,LEIRIA,1,PS,LEIRIA,1,PS,LEIRIA,1,PS,LISBOA,1,PS,LISBOA,1,PS,LISBOA,0,,,0,,,0,,,0,,,0,,
Victor Manuel Caio Roque,1946-02-25,0,,,0,,,0,,,1,PS,EUROPA,1,PS,EUROPA,1,PS,EUROPA,1,PS,EUROPA,0,,,1,PS,FORA DA EUROPA,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Agostinho Nuno de Azevedo Ferreira Lopes,1944-11-16,0,,,0,,,0,,,0,,,0,,,0,,,1,PCP,SANTARÉM,0,,,1,PCP,BRAGA,0,,,1,PCP,BRAGA,1,PCP,BRAGA,1,PCP,BRAGA,0,,,0,,,0,,
António Filipe Gaião Rodrigues,1963-01-28,0,,,0,,,0,,,0,,,0,,,1,PCP,LISBOA,1,PCP,LISBOA,1,PCP,LISBOA,1,PCP,LISBOA,1,PCP,LISBOA,1,PCP,LISBOA,1,PCP,SANTARÉM,1,PCP,SANTARÉM,1,PCP,SANTARÉM,1,PCP,SANTARÉM,0,,
Jerónimo Carvalho de Sousa,1947-04-13,1,PCP,LISBOA,1,PCP,LISBOA,1,PCP,LISBOA,1,PCP,LISBOA,1,PCP,LISBOA,1,PCP,LISBOA,1,PCP,LISBOA,0,,,0,,,1,PCP,SETÚBAL,1,PCP,LISBOA,1,PCP,LISBOA,1,PCP,LISBOA,1,PCP,LISBOA,1,PCP,LISBOA,1,PCP,LISBOA
João António Gonçalves do Amaral,1943-12-07,0,,,1,PCP,LISBOA,0,,,1,PCP,LISBOA,1,PCP,LISBOA,1,PCP,LISBOA,1,PCP,LISBOA,1,PCP,PORTO,1,PCP,PORTO,0,,,0,,,0,,,0,,,0,,,0,,,0,,
João Cerveira Corregedor da Fonseca,1938-10-12,0,,,0,,,1,MDP/CDE,LISBOA,1,MDP/CDE,SETÚBAL,1,MDP/CDE,SETÚBAL,1,Independente desde 1988-10-15  ID até 1988-10-15,LISBOA,1,Independente desde 1991-11-04  Indep até 1991-11-04,PORTO,1,PCP,LISBOA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
José Manuel Maia Nunes de Almeida,1945-09-23,1,PCP,SETÚBAL,1,PCP,SETÚBAL,1,PCP,SETÚBAL,1,PCP,SETÚBAL,1,PCP,SETÚBAL,1,PCP,SETÚBAL,1,PCP,SETÚBAL,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
José Manuel Tavares Reis Morais,1965-03-15,0,,,0,,,0,,,0,,,0,,,0,,,1,PCP,SETÚBAL,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Lino António Marques de Carvalho,1946-10-04,0,,,0,,,0,,,0,,,0,,,1,PCP,ÉVORA,1,PCP,ÉVORA,1,PCP,ÉVORA,1,PCP,ÉVORA,1,PCP,ÉVORA,0,,,0,,,0,,,0,,,0,,,0,,
Luís Manuel da Silva Viana de Sá,1952-02-12,0,,,0,,,0,,,0,,,0,,,0,,,1,PCP,PORTO,1,PCP,LISBOA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Manuel Rogério de Sousa Brito,1945-12-20,0,,,0,,,1,PCP,SETÚBAL,1,PCP,SETÚBAL,1,PCP,SETÚBAL,1,PCP,SETÚBAL,1,PCP,SETÚBAL,1,PCP,SETÚBAL,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Maria de Lourdes Dias Fernandes Hespanhol,1950-09-26,0,,,0,,,0,,,0,,,0,,,1,PCP,BEJA,1,PCP,BEJA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Maria Odete dos Santos,1941-04-26,0,,,0,,,1,PCP,SETÚBAL,1,PCP,SETÚBAL,1,PCP,SETÚBAL,1,PCP,SETÚBAL,1,PCP,SETÚBAL,1,PCP,SETÚBAL,1,PCP,SETÚBAL,1,PCP,SETÚBAL,1,PCP,SETÚBAL,0,,,0,,,0,,,0,,,0,,
Mário António Baptista Tomé,1940-09-30,0,,,1,UDP,LISBOA,1,UDP,LISBOA,0,,,0,,,0,,,1,Independente desde 1991-11-04  PCP até 1991-11-04,LISBOA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Miguel Urbano Tavares Rodrigues,1925-08-02,1,PCP,BEJA,0,,,0,,,0,,,0,,,1,PCP,BEJA,1,PCP,BEJA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Octávio Augusto Teixeira,1944-08-06,0,,,1,PCP,LISBOA,1,PCP,LISBOA,1,PCP,LISBOA,1,PCP,LISBOA,1,PCP,LISBOA,1,PCP,SETÚBAL,1,PCP,SETÚBAL,1,PCP,SETÚBAL,0,,,0,,,0,,,0,,,0,,,0,,,0,,
